ID,price
10010571124,2635507.78506828
10031704713,9806567.34663775
10040911649,24736482.1178162
10047106840,2295031.11732014
10050126039,7237037.33401056
10051817340,4069420.73334853
10055826887,2823881.04661088
10074948949,3718045.34181753
10085875579,2913324.39676459
10085950499,2787119.46957562
10103125673,7320415.48144568
10113421179,4168381.10043977
10116608201,14739857.0113119
10117418092,4963446.12477711
10117908293,1438044.08867146
10122046281,4785453.95758718
10126963321,12659182.7306875
10134183829,4939082.49587444
10137738355,1886325.79984695
10142778116,2266363.50305579
10160867469,3816253.4110311
10162640077,3303891.72938159
10163092309,3760254.72721893
10164049422,4448026.1637952
10171706229,14859800.1548208
10179491907,5396403.60472223
10185946137,2232567.55088639
10187928727,1315462.7596584
10188761753,2451417.87682405
10203979337,5405754.43851605
10206498302,11056375.3403959
10211842103,9073155.18324424
10219336853,5054621.2916829
10221275743,4207000.54203935
10221688752,3197355.15310723
10230577006,14071765.8778702
10235451663,7349343.88066905
10238761625,2879668.34847958
10247604884,3587419.91807472
10280752303,1580587.25771532
10283221508,2487634.7309017
10283463683,7465052.7370329
10285619555,2244271.29732509
10289527068,5017564.8491813
10305085736,8061306.26053265
10307882139,7081999.37653596
10313815775,9141186.88740169
10321965138,2017025.92078593
10323929940,3971399.22350928
10324298212,4826126.25801417
10343240512,4476880.0628369
10348821199,6064132.92334132
10357676215,14110166.1600592
10364067088,5816413.8866954
10364750414,3758810.64819157
10365203898,3070914.18360174
10376464976,5286835.88020589
10386986551,6815806.21215464
10387372007,6520099.24091813
10387870918,1925568.38003773
10389493453,4413980.11762961
10400505070,6841732.86433621
10406998693,9426830.33084815
10408442971,9413763.39630308
10415166474,9263062.98213395
10417316928,1644093.09535665
10420295382,15263756.0967033
10422344364,2482741.90454542
10424508487,4300254.44688496
10427063975,4328864.87529317
10436983766,1488366.11883706
10445890716,2998127.87722568
10461645586,4692033.50520503
10462135578,4504836.50662741
10468289405,4273598.25649774
10482540954,2178188.38905208
10487397328,3168870.01977585
10491119224,7195011.89344837
10493845270,4554692.95207631
10495154969,7224949.70993824
10495278401,5927793.09561392
10500147241,2714285.08372371
10502242984,19106793.118533
10502910934,1176219.54374347
10514454025,6966994.9787915
10516421161,12007141.1535368
