ID,price
10010571124,3877325.50273201
10031704713,9790496.3164883
10040911649,17059604.9087367
10047106840,4646261.1363778
10050126039,7162141.51018332
10051817340,10685147.4931165
10055826887,1894386.90874029
10074948949,4226248.72856294
10085875579,2770472.5723789
10085950499,4173790.53685669
10103125673,10250151.2469578
10113421179,3323920.40498514
10116608201,13146405.002385
10117418092,6480519.41262087
10117908293,186568.557697247
10122046281,6383472.08454193
10126963321,10784078.9526803
10134183829,5570373.00617547
10137738355,1542652.35378845
10142778116,2892369.06242317
10160867469,3479863.91486311
10162640077,3150909.59287166
10163092309,4759708.45574013
10164049422,4827376.38860307
10171706229,15301026.1879817
10179491907,7008113.24446288
10185946137,3359957.28559698
10187928727,-196545.409480578
10188761753,2412803.46293488
10203979337,5721764.22322788
10206498302,10200117.7771368
10211842103,9859730.00120313
10219336853,5159110.67548188
10221275743,5373443.94569108
10221688752,4809484.55709323
10230577006,14259446.6633798
10235451663,7134532.19278211
10238761625,5839286.05023519
10247604884,7658954.09256931
10280752303,3212784.31107348
10283221508,3204309.29697053
10283463683,8180184.59376635
10285619555,3103394.34205436
10289527068,6914614.44944867
10305085736,6490228.78967158
10307882139,7693928.8509923
10313815775,6394480.70663124
10321965138,1992180.14763614
10323929940,5250465.49885663
10324298212,5664925.0134668
10343240512,3587597.84256694
10348821199,8918888.35762454
10357676215,11486557.0185676
10364067088,6860720.0682787
10364750414,4033964.46399415
10365203898,2673715.17385765
10376464976,5627921.05504707
10386986551,7734730.95771112
10387372007,5737354.06786375
10387870918,598564.076954804
10389493453,3514557.43536827
10400505070,10899680.4262309
10406998693,10645966.8121572
10408442971,8933201.57916943
10415166474,11429418.3615365
10417316928,2676006.04696978
10420295382,13691089.3120084
10422344364,5661865.02575146
10424508487,5855157.02510663
10427063975,3778428.13175977
10436983766,318160.81291171
10445890716,2763218.62468121
10461645586,4886854.85313787
10462135578,4356044.91248365
10468289405,7449291.20729007
10482540954,4276193.68224234
10487397328,2831917.99705344
10491119224,10287905.8041818
10493845270,4587952.71528215
10495154969,12313991.3404509
10495278401,6006989.42189123
10500147241,4706674.82295794
10502242984,13816237.3734151
10502910934,957877.527503017
10514454025,7249624.5940276
10516421161,10584737.4731005
10536722882,8086045.08616637
10537570682,7252658.15270949
10542556793,3305163.73168579
10543547853,5396109.05352114
