ID,price
10010571124,2684678
10031704713,9777002
10040911649,24679110
10047106840,2215409
10050126039,7332037
10051817340,4027976
10055826887,2905610
10074948949,3732353
10085875579,2920469
10085950499,2784499
10103125673,7192254
10113421179,4127768
10116608201,14949342
10117418092,4947642
10117908293,1435226
10122046281,4776018
10126963321,12661001
10134183829,4916394
10137738355,1658408
10142778116,2161834
10160867469,3843642
10162640077,3316963
10163092309,3752396
10164049422,4434314
10171706229,14824246
10179491907,5384971
10185946137,2351304
10187928727,1316326
10188761753,2435668
10203979337,5234681
10206498302,11048470
10211842103,8887054
10219336853,5142108
10221275743,4174872
10221688752,3256208
10230577006,13946381
10235451663,7455238
10238761625,2873886
10247604884,3394002
10280752303,1530156
10283221508,2416236
10283463683,7457628
10285619555,2286321
10289527068,5410902
10305085736,7998393
10307882139,6802966
10313815775,9212889
10321965138,2048125
10323929940,3914448
10324298212,4782638
10343240512,4464120
10348821199,5920766
10357676215,14509934
10364067088,5753586
10364750414,3812176
10365203898,2996269
10376464976,5136798
10386986551,6926738
10387372007,6826365
10387870918,1915549
10389493453,4617579
10400505070,6684127
10406998693,9436353
10408442971,9335668
10415166474,9234237
10417316928,1640526
10420295382,15247455
10422344364,2468445
10424508487,4327396
10427063975,4427911
10436983766,1463806
10445890716,2970217
10461645586,4631354
10462135578,4281055
10468289405,4198454
10482540954,2046023
10487397328,3153978
10491119224,7318519
10493845270,4566236
10495154969,7102230
10495278401,5945336
10500147241,2690883
10502242984,19544456
10502910934,1188313
10514454025,6983707
10516421161,12085571
10536722882,7322285
10537570682,5011909
10542556793,2647270
10543547853,4085366
10554498934,3316267
10562896487,13604159
10570524603,11357972
10575879485,6820172
10577440966,2412279
10578921459,4325696
10589897466,16071868
10593795891,9955683
10608318951,9597807
10608576966,3548684
10611525454,10920889
10611686485,2268053
10613751839,3199839
10620287089,17038047
10626619108,1860129
10645586945,3779831
10649445800,2742588
10652241427,1620335
10655491809,8044483
10655953676,10938849
10660201022,1787936
10662483558,4726310
10664747772,2995463
10671972720,1396175
10676374257,2322109
10678100499,3843407
10681425767,9408132
10685297164,5062258
10696233241,6906981
10698161839,5328397
10698668586,1771487
10699756440,1353742
10701284016,9966900
10723210134,9242325
10734084940,6446094
10740838970,1175418
10744504826,2318298
10758565578,4901079
10770954946,7296235
10774770393,9836605
10777850734,4839048
10798350266,1804562
10803816580,3035689
10814294116,7162372
10815533708,13209989
10819769046,8808219
10820709600,1059754
10829737042,2898399
10833547830,1226609
10839659220,10487420
10839855884,8284367
10841232946,2233496
10843251302,2369403
10848635979,4179166
10866714219,3481293
10870528814,3922643
10877250250,3128188
10909089315,5622226
10909110204,19120972
10910090709,1157965
10912455015,2431008
10917529427,752613
10925446226,8718244
10929403064,1317609
10983739182,2630992
10987862390,8065584
11007288573,5168001
11007400776,4528582
11018143245,6126756
11018154405,1020294
11025966713,5212648
11026759989,4105003
11031462454,4085974
11039530580,7298941
11040417166,1736477
11062135535,15129712
11063085897,11231818
11071103251,4329759
11080032926,8661906
11083241918,4565820
11083704098,8951595
11100882334,2131248
11102986383,3928176
11110158272,5155814
11110602496,12339882
11112064478,6386977
11143068381,2976028
11144255209,3183337
11146900365,5711603
11148023050,7975261
11155012149,7335939
11158569298,4018129
11159251054,3522142
11166841650,5033592
11170344498,1295624
11173702813,2192341
11179691585,6825622
11186920440,2991027
11190036515,3203805
11194675866,2766486
11196419330,8459486
11204419464,6385602
11214405016,2803055
11220993801,10872028
11223096030,5025863
11224636104,7403870
11241848202,1780449
11242013986,5356346
11249962457,12318446
11253100149,3384649
11261656995,3357297
11264489059,1987249
11267051573,5770044
11275580180,9104932
11275694057,6398031
11279469683,3270669
11279778886,4708169
11291380415,12287913
11291409261,4447537
11301494043,7976224
11307271741,3293063
11320965230,5130227
11324352524,2999950
11328611991,3737890
11329799462,6068589
11335223726,9250864
11339327618,4057494
11345008097,3502384
11346147611,7292735
11354644946,11462813
11367494241,2913652
11367624528,3232036
11368311283,6360259
11370098813,1255425
11375073779,1898437
11380952449,5553462
11386254127,5550665
11389672916,9968445
11397633005,13759710
11401709608,4449164
11409289211,4796947
11415831328,5090792
11430940979,3236518
11443537375,5605612
11445467027,10390274
11448645093,4935598
11461630126,7313491
11464840553,11076369
11480665063,4888747
11486190204,7662574
11503628952,19573628
11505942881,10003529
11510251644,12988592
11511908560,5319517
11513232290,9415836
